"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","","test_example","","","","Test Order (as 5)","This test attempts to log into the website using a login and a password."
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","","test_example","","","","Test Order (as 17)","This test attempts to log into the website using a login and a password."
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","","test_example","","","","Test Order (as 28)","This test attempts to log into the website using a login and a password."
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","Tests for web interface","Tests for essential features","Tests for authentication","","","Test Authentication (as 8)","This test attempts to log into the website using a login and a password. "
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","Tests for web interface","Tests for essential features","Tests for authentication","","","Test Authentication (as 4)","This test attempts to log into the website using a login and a password. "
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","","test_example","","","","Test Order (as 11)","This test attempts to log into the website using a login and a password."
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","","test_example","","","","Test Order (as 26)","This test attempts to log into the website using a login and a password."
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","","test_example","","","","Test Order (as 8)","This test attempts to log into the website using a login and a password."
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","","test_example","","","","Test Order (as 18)","This test attempts to log into the website using a login and a password."
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","Tests for web interface","Tests for essential features","Tests for authentication","","","Test Authentication (as 3)","This test attempts to log into the website using a login and a password. "
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","Tests for web interface","Tests for essential features","Tests for authentication","","","Test Authentication (as 24)","This test attempts to log into the website using a login and a password. "
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","","test_example","","","","Test Order (as 6)","This test attempts to log into the website using a login and a password."
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","","test_example","","","","Test Order (as 16)","This test attempts to log into the website using a login and a password."
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","","test_example","","","","Test Order (as 21)","This test attempts to log into the website using a login and a password."
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","Tests for web interface","Tests for essential features","Tests for authentication","","","Test Authentication (as 29)","This test attempts to log into the website using a login and a password. "
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","","test_example","","","","Test Order (as 27)","This test attempts to log into the website using a login and a password."
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","","test_example","","","","Test Order (as 15)","This test attempts to log into the website using a login and a password."
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","Tests for web interface","Tests for essential features","Tests for authentication","","","Test Authentication (as 17)","This test attempts to log into the website using a login and a password. "
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","","test_example","","","","Test Order (as 13)","This test attempts to log into the website using a login and a password."
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","Tests for web interface","Tests for essential features","Tests for authentication","","","Test Authentication (as 28)","This test attempts to log into the website using a login and a password. "
"passed","Sun Dec 15 05:04:36 GMT 2024","Sun Dec 15 05:04:36 GMT 2024","0","Tests for web interface","Tests for essential features","Tests for authentication","","","Test Authentication (as 2)","This test attempts to log into the website using a login and a password. "
