"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[3]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[93]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[14]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Overriding fixtures on various levels",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[23]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[43]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[74]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[77]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[20]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","1","tests.pytest_doc.how_to","test_status","","","","test_success_rate[75]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[71]",""
"passed","Fri Jun 27 14:23:48 GMT 2025","Fri Jun 27 14:23:48 GMT 2025","0","tests.allure_doc","test_organize_tests","","","","Test Packages-based hierarchy",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[35]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[30]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[2]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests by marker expressions",""
"passed","Fri Jun 27 14:23:48 GMT 2025","Fri Jun 27 14:23:48 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Packages-based hierarchy",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[60]",""
"failed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","1","tests.pytest_doc.how_to","test_status","","","","test_success_rate[61]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[57]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[54]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[91]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[52]",""
"passed","Fri Jun 27 14:23:48 GMT 2025","Fri Jun 27 14:23:48 GMT 2025","0","Tests for parent_suite","Tests for suite","Tests for sub_suite","","","Test Suite-based hierarchy",""
"passed","Fri Jun 27 14:23:48 GMT 2025","Fri Jun 27 14:23:48 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Describe parametrized tests: ui",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Autouse fixtures",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[56]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[70]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test fixtures scope",""
"failed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[44]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[17]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[47]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[73]",""
"passed","Fri Jun 27 14:23:48 GMT 2025","Fri Jun 27 14:23:48 GMT 2025","0","Tests for parent_suite","Tests for suite","Tests for sub_suite","","","Test Suite-based hierarchy",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","1","tests.pytest_doc.how_to","test_status","","","","test_success_rate[89]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","1","tests.pytest_doc.how_to","test_status","","","","test_success_rate[19]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[76]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[39]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_failed",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[79]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[10]",""
"failed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[0]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Describe fixtures",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[16]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[36]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[98]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[86]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[24]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[65]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[78]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Safe fixture structure",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[99]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","1","tests.pytest_doc.how_to","test_how_to_use_fixtures","","","","Test Using markers to pass data to fixtures",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests in a module",""
"passed","Fri Jun 27 14:23:48 GMT 2025","Fri Jun 27 14:23:48 GMT 2025","0","tests.allure_doc","test_configuration","","","","Test Options affecting results collection",""
"failed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[53]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_passed",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[69]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[92]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[45]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[31]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[81]",""
"failed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[51]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","1","tests.pytest_doc.how_to","test_status","","","","test_success_rate[32]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[68]",""
"passed","Fri Jun 27 14:23:48 GMT 2025","Fri Jun 27 14:23:48 GMT 2025","0","tests.allure_doc","test_configuration","","","","Options affecting test selection",""
"passed","Fri Jun 27 14:23:48 GMT 2025","Fri Jun 27 14:23:48 GMT 2025","1","tests.allure_doc","test_writing_tests","","","","Test Behavior-based hierarchy",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Specifying which tests to run",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[85]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[62]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","1","tests.pytest_doc.how_to","test_how_to_invoke_pytest","","","","Test Run tests by collection arguments",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[42]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[1]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[22]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[21]",""
"passed","Fri Jun 27 14:23:48 GMT 2025","Fri Jun 27 14:23:48 GMT 2025","0","tests.allure_doc","test_writing_tests","","","","Test Specify description, links and other metadata","This test attempts to log into the website using a login and a password. Fails if any error happens.

Note that this test does not test 2-Factor Authentication."
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[83]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[27]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[63]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[88]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[94]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[97]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[40]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[33]",""
"passed","Fri Jun 27 14:23:49 GMT 2025","Fri Jun 27 14:23:49 GMT 2025","0","tests.pytest_doc.how_to","test_status","","","","test_success_rate[80]",""
